,id,agency,agency_type,distribution_channel,product_name,claim,duration,destination,net_sales,commission,gender,age
9218,9219,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,23,5.75,M,37
9219,9220,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,24,5.88,F,36
9220,9221,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,12,2.88,M,25
9221,9222,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,35,8.63,F,66
9222,9223,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,14,3.38,M,33
9223,9224,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,24,5.88,F,30
9224,9225,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,12,2.88,F,28
9225,9226,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,36,8.88,F,27
9226,9227,C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,62,15.5,F,36
9227,9228,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,14,3.38,F,30
9228,9229,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,54,13.38,F,49
9229,9230,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,15,3.75,F,31
9230,9231,C2B,Airlines,Online,Silver Plan,Yes,52,SINGAPORE,64,15.88,F,35
9231,9232,C2B,Airlines,Online,Silver Plan,Yes,43,SINGAPORE,64,15.88,M,31
9232,9233,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,15,3.75,F,42
9233,9234,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,15,3.75,M,50
9234,9235,C2B,Airlines,Online,Silver Plan,No,32,SINGAPORE,56,13.88,M,44
9235,9236,C2B,Airlines,Online,Silver Plan,No,45,SINGAPORE,25,6.25,F,60
9236,9237,C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,42,10.38,M,45
9237,9238,C2B,Airlines,Online,Silver Plan,No,41,SINGAPORE,25,6.13,M,34
9238,9239,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,19,4.63,F,30
9239,9240,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,34,8.38,M,43
9240,9241,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,15,3.75,M,37
9241,9242,C2B,Airlines,Online,Silver Plan,No,62,SINGAPORE,85,21.13,F,41
9242,9243,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,34,8.38,M,50
9243,9244,C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,24,6.01,M,39
9244,9245,C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,19,4.63,F,43
9245,9246,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,25,6.13,F,29
9246,9247,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,15,3.75,M,34
9247,9248,C2B,Airlines,Online,Silver Plan,No,63,SINGAPORE,64,15.88,M,29
9248,9249,C2B,Airlines,Online,Silver Plan,No,19,SINGAPORE,144,36.0,F,40
9249,9250,C2B,Airlines,Online,Silver Plan,No,33,SINGAPORE,34,8.38,M,22
9250,9251,C2B,Airlines,Online,Gold Plan,No,111,SINGAPORE,60,14.88,M,37
9251,9252,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,253,63.21,F,27
9252,9253,C2B,Airlines,Online,Annual Silver Plan,No,369,SINGAPORE,202,50.58,M,58
9253,9254,C2B,Airlines,Online,Annual Silver Plan,No,383,SINGAPORE,253,63.21,F,36
9254,9255,C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,253,63.21,M,25
9255,9256,JWT,Airlines,Online,Value Plan,No,8,INDIA,93,37.2,M,118
9256,9257,JWT,Airlines,Online,Value Plan,No,69,INDIA,50,20.0,M,118
9257,9258,JWT,Airlines,Online,Value Plan,No,9,INDIA,31,12.4,F,118
9258,9259,KML,Travel Agency,Online,Value Plan,No,35,INDONESIA,33,12.54,M,48
9259,9260,KML,Travel Agency,Online,Value Plan,No,18,NETHERLANDS,75,28.5,M,48
9260,9261,RAB,Airlines,Online,Value Plan,No,17,BRUNEI DARUSSALAM,23,9.2,M,53
9261,9262,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,12,UNITED KINGDOM,70,45.5,M,37
9262,9263,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,3,THAILAND,25,16.25,F,33
9263,9264,LWC,Travel Agency,Online,Annual Travel Protect Gold,No,364,UNITED STATES,256,166.4,F,32
9264,9265,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,27,SRI LANKA,36,23.4,F,36
9265,9266,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,10,JAPAN,33,21.45,M,37
9266,9267,JZI,Airlines,Online,Basic Plan,No,1,THAILAND,18,6.3,M,54
9267,9268,JZI,Airlines,Online,Basic Plan,No,38,HONG KONG,35,12.25,M,51
9268,9269,JZI,Airlines,Online,Basic Plan,No,55,HONG KONG,35,12.25,F,32
9269,9270,JZI,Airlines,Online,Basic Plan,No,5,CHINA,22,7.7,F,36
9270,9271,JZI,Airlines,Online,Basic Plan,No,10,"KOREA, REPUBLIC OF",26,9.1,F,49
9271,9272,JZI,Airlines,Online,Basic Plan,No,52,CHINA,63,22.05,M,39
9272,9273,JZI,Airlines,Online,Basic Plan,No,6,VIET NAM,18,6.3,M,31
9273,9274,JZI,Airlines,Online,Basic Plan,No,31,THAILAND,22,7.7,M,40
9274,9275,JZI,Airlines,Online,Basic Plan,No,6,INDONESIA,18,6.3,F,30
9275,9276,JZI,Airlines,Online,Basic Plan,No,24,THAILAND,30,10.5,M,50
9276,9277,JZI,Airlines,Online,Basic Plan,No,73,CHINA,26,9.1,M,56
9277,9278,JZI,Airlines,Online,Basic Plan,No,87,CHINA,40,14.0,F,25
9278,9279,JZI,Airlines,Online,Basic Plan,No,39,CHINA,26,9.1,F,49
9279,9280,JZI,Airlines,Online,Basic Plan,No,21,"KOREA, REPUBLIC OF",26,9.1,F,30
9280,9281,JZI,Airlines,Online,Basic Plan,No,25,CHINA,56,19.6,M,60
9281,9282,JZI,Airlines,Online,Value Plan,No,4,MALAYSIA,33,11.55,M,30
9282,9283,JZI,Airlines,Online,Value Plan,No,257,UNITED STATES,96,33.6,F,42
9283,9284,JZI,Airlines,Online,Value Plan,No,16,CHINA,45,15.75,F,29
9284,9285,KML,Travel Agency,Offline,Premier Plan,No,40,IRELAND,111,42.18,F,19
9285,9286,CBH,Travel Agency,Offline,Comprehensive Plan,No,60,MALAYSIA,29,9.57,F,68
9286,9287,CSR,Travel Agency,Offline,Comprehensive Plan,Yes,77,THAILAND,29,9.57,F,69
9287,9288,C2B,Airlines,Online,Bronze Plan,No,50,SINGAPORE,23,5.75,F,67
9288,9289,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,23,5.75,F,42
9289,9290,C2B,Airlines,Online,Bronze Plan,No,155,SINGAPORE,269,67.25,F,22
9290,9291,C2B,Airlines,Online,Bronze Plan,No,41,SINGAPORE,17,4.25,F,81
9291,9292,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,54,13.38,F,25
9292,9293,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,14,3.38,F,41
9293,9294,C2B,Airlines,Online,Bronze Plan,No,52,SINGAPORE,62,15.5,M,32
9294,9295,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,15,3.75,F,27
9295,9296,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,15,3.75,F,26
9296,9297,C2B,Airlines,Online,Bronze Plan,No,2,SINGAPORE,15,3.75,F,26
9297,9298,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,23,5.75,F,30
9298,9299,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,23,5.75,F,30
9299,9300,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,23,5.75,F,30
9300,9301,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,14,3.38,M,23
9301,9302,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,14,3.38,M,33
9302,9303,C2B,Airlines,Online,Silver Plan,No,45,SINGAPORE,42,10.38,F,43
9303,9304,C2B,Airlines,Online,Silver Plan,No,40,SINGAPORE,85,21.13,M,57
9304,9305,C2B,Airlines,Online,Silver Plan,No,2,SINGAPORE,29,7.13,M,45
9305,9306,C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,19,4.63,F,35
9306,9307,C2B,Airlines,Online,Silver Plan,No,63,SINGAPORE,137,34.25,F,28
9307,9308,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,24,6.01,M,21
9308,9309,C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,55,13.63,M,33
9309,9310,C2B,Airlines,Online,Silver Plan,No,154,SINGAPORE,25,6.25,M,19
9310,9311,C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,64,15.88,F,22
9311,9312,C2B,Airlines,Online,Silver Plan,No,41,SINGAPORE,15,3.75,M,36
9312,9313,C2B,Airlines,Online,Silver Plan,No,199,SINGAPORE,34,8.38,F,37
9313,9314,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,19,4.63,M,22
9314,9315,C2B,Airlines,Online,Silver Plan,No,60,SINGAPORE,67,16.75,F,21
9315,9316,C2B,Airlines,Online,Silver Plan,No,23,SINGAPORE,79,19.63,F,29
9316,9317,C2B,Airlines,Online,Gold Plan,No,4,SINGAPORE,27,6.75,M,30
9317,9318,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,253,63.21,F,36
9318,9319,C2B,Airlines,Online,Annual Silver Plan,No,428,SINGAPORE,188,46.96,F,31
9319,9320,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,188,46.96,M,29
9320,9321,JWT,Airlines,Online,Value Plan,No,7,INDIA,39,15.6,F,118
9321,9322,KML,Travel Agency,Online,Value Plan,No,45,GERMANY,75,28.5,M,48
9322,9323,RAB,Airlines,Online,Value Plan,No,13,BRUNEI DARUSSALAM,15,6.0,M,34
9323,9324,RAB,Airlines,Online,Value Plan,No,6,BRUNEI DARUSSALAM,15,6.0,M,57
9324,9325,RAB,Airlines,Online,Value Plan,No,7,BRUNEI DARUSSALAM,15,6.0,M,39
9325,9326,LWC,Travel Agency,Online,Annual Travel Protect Gold,No,365,UNITED STATES,320,208.0,F,33
9326,9327,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,114,JAPAN,84,54.6,F,61
9327,9328,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,15,AUSTRALIA,44,28.6,F,40
9328,9329,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,3,THAILAND,26,16.9,F,34
9329,9330,JZI,Airlines,Online,Basic Plan,No,6,AUSTRALIA,0,9.1,M,31
9330,9331,JZI,Airlines,Online,Basic Plan,No,59,PHILIPPINES,33,11.55,F,28
9331,9332,JZI,Airlines,Online,Basic Plan,No,9,THAILAND,22,7.7,M,45
9332,9333,JZI,Airlines,Online,Basic Plan,No,5,VIET NAM,18,6.3,M,63
9333,9334,JZI,Airlines,Online,Basic Plan,No,46,HONG KONG,26,9.1,F,64
9334,9335,JZI,Airlines,Online,Basic Plan,No,40,"KOREA, REPUBLIC OF",35,12.25,F,34
9335,9336,JZI,Airlines,Online,Basic Plan,No,57,CHINA,50,17.5,M,32
9336,9337,JZI,Airlines,Online,Basic Plan,No,3,MALAYSIA,18,6.3,M,57
9337,9338,JZI,Airlines,Online,Basic Plan,No,13,VIET NAM,22,7.7,M,30
9338,9339,JZI,Airlines,Online,Basic Plan,No,17,THAILAND,18,6.3,M,26
9339,9340,JZI,Airlines,Online,Basic Plan,No,24,THAILAND,30,10.5,F,25
9340,9341,JZI,Airlines,Online,Basic Plan,No,19,SRI LANKA,44,15.4,M,51
9341,9342,JZI,Airlines,Online,Basic Plan,No,27,MALAYSIA,18,6.3,F,29
9342,9343,JZI,Airlines,Online,Basic Plan,No,96,HONG KONG,35,12.25,F,28
9343,9344,JZI,Airlines,Online,Basic Plan,No,55,HONG KONG,26,9.1,F,53
9344,9345,JZI,Airlines,Online,Basic Plan,No,12,HONG KONG,26,9.1,M,35
9345,9346,JZI,Airlines,Online,Basic Plan,No,3,MALAYSIA,18,6.3,M,50
9346,9347,JZI,Airlines,Online,Basic Plan,No,24,MALAYSIA,22,7.7,F,52
9347,9348,JZI,Airlines,Online,Basic Plan,No,11,CHINA,26,9.1,M,47
9348,9349,JZI,Airlines,Online,Value Plan,No,14,JAPAN,69,24.15,M,40
9349,9350,JZI,Airlines,Online,Value Plan,No,32,ITALY,87,30.45,F,34
9350,9351,JZI,Airlines,Online,Value Plan,No,23,THAILAND,33,11.55,M,23
9351,9352,CSR,Travel Agency,Offline,Comprehensive Plan,No,62,THAILAND,29,9.57,F,59
9352,9353,CCR,Travel Agency,Offline,Comprehensive Plan,No,135,MALAYSIA,29,9.57,F,35
9353,9354,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,24,5.88,M,30
9354,9355,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,18,4.5,M,25
9355,9356,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,30,7.38,F,36
9356,9357,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,17,4.25,F,27
9357,9358,C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,35,8.63,F,50
9358,9359,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,14,3.38,F,66
9359,9360,C2B,Airlines,Online,Bronze Plan,No,100,SINGAPORE,54,13.38,M,37
9360,9361,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,14,3.38,M,68
9361,9362,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,54,13.38,F,28
9362,9363,C2B,Airlines,Online,Bronze Plan,No,41,SINGAPORE,54,13.38,F,32
9363,9364,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,17,4.25,F,26
9364,9365,C2B,Airlines,Online,Bronze Plan,No,37,SINGAPORE,0,7.38,F,22
9365,9366,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,35,8.63,F,27
9366,9367,C2B,Airlines,Online,Bronze Plan,No,231,SINGAPORE,47,11.75,F,57
9367,9368,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,36,8.88,F,37
9368,9369,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,41,10.13,M,40
9369,9370,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18,4.5,F,39
9370,9371,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,29,7.13,M,39
9371,9372,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,14,3.38,F,47
9372,9373,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,24,5.88,F,23
9373,9374,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,14,3.38,M,52
9374,9375,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,19,4.63,F,53
9375,9376,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,34,8.38,M,37
9376,9377,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,19,4.63,M,38
9377,9378,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,19,4.63,F,36
9378,9379,C2B,Airlines,Online,Silver Plan,No,39,SINGAPORE,25,6.13,F,30
9379,9380,C2B,Airlines,Online,Silver Plan,No,41,SINGAPORE,55,13.63,M,51
9380,9381,C2B,Airlines,Online,Silver Plan,No,155,SINGAPORE,319,79.75,M,4
9381,9382,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,55,13.63,M,35
9382,9383,C2B,Airlines,Online,Silver Plan,No,155,SINGAPORE,25,6.13,M,45
9383,9384,C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,55,13.63,M,56
9384,9385,C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,42,10.38,F,29
9385,9386,C2B,Airlines,Online,Silver Plan,No,107,SINGAPORE,55,13.63,F,35
9386,9387,C2B,Airlines,Online,Silver Plan,No,22,SINGAPORE,64,15.88,M,30
9387,9388,C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,42,10.5,F,28
9388,9389,C2B,Airlines,Online,Silver Plan,No,49,SINGAPORE,15,3.75,F,31
9389,9390,C2B,Airlines,Online,Gold Plan,No,11,SINGAPORE,36,8.88,M,28
9390,9391,C2B,Airlines,Online,Annual Silver Plan,No,377,SINGAPORE,253,63.21,F,57
9391,9392,C2B,Airlines,Online,Annual Silver Plan,No,384,SINGAPORE,253,63.21,M,30
9392,9393,C2B,Airlines,Online,Annual Silver Plan,No,370,SINGAPORE,253,63.21,F,32
9393,9394,C2B,Airlines,Online,Annual Silver Plan,Yes,364,SINGAPORE,253,63.21,M,29
9394,9395,C2B,Airlines,Online,Annual Silver Plan,No,370,SINGAPORE,253,63.21,F,29
9395,9396,JWT,Airlines,Online,Value Plan,No,6,INDIA,31,12.4,M,118
9396,9397,JWT,Airlines,Online,Value Plan,No,50,INDIA,78,31.2,F,118
9397,9398,RAB,Airlines,Online,Value Plan,No,31,BRUNEI DARUSSALAM,23,9.2,F,41
9398,9399,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,8,QATAR,59,38.35,F,24
9399,9400,JZI,Airlines,Online,Basic Plan,No,18,CHINA,26,9.1,F,59
9400,9401,JZI,Airlines,Online,Basic Plan,No,23,CHINA,56,19.6,M,56
9401,9402,JZI,Airlines,Online,Basic Plan,No,23,VIET NAM,22,7.7,F,43
9402,9403,JZI,Airlines,Online,Basic Plan,No,19,JAPAN,44,15.4,M,41
9403,9404,JZI,Airlines,Online,Basic Plan,No,6,VIET NAM,18,6.3,M,46
9404,9405,JZI,Airlines,Online,Basic Plan,No,71,MYANMAR,18,6.3,F,28
9405,9406,JZI,Airlines,Online,Basic Plan,No,15,THAILAND,30,10.5,M,54
9406,9407,JZI,Airlines,Online,Basic Plan,No,8,INDONESIA,18,6.3,F,34
9407,9408,JZI,Airlines,Online,Basic Plan,No,13,CHINA,40,14.0,M,26
9408,9409,JZI,Airlines,Online,Basic Plan,No,10,INDONESIA,18,6.3,F,40
9409,9410,JZI,Airlines,Online,Basic Plan,No,13,HONG KONG,0,9.1,M,64
9410,9411,JZI,Airlines,Online,Basic Plan,No,211,HONG KONG,40,14.0,F,44
9411,9412,CBH,Travel Agency,Offline,Comprehensive Plan,No,106,MALAYSIA,29,9.57,F,37
9412,9413,C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,31,7.64,F,55
9413,9414,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,24,5.88,M,45
9414,9415,C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,47,11.75,F,41
9415,9416,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,24,5.88,F,58
9416,9417,C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,17,4.25,F,33
9417,9418,C2B,Airlines,Online,Bronze Plan,No,105,SINGAPORE,30,7.38,M,33
9418,9419,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,47,11.75,M,27
9419,9420,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,24,5.88,F,62
9420,9421,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,30,7.38,M,21
9421,9422,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,17,4.25,M,25
9422,9423,C2B,Airlines,Online,Bronze Plan,No,37,SINGAPORE,47,11.75,F,38
9423,9424,C2B,Airlines,Online,Bronze Plan,Yes,18,SINGAPORE,35,8.63,F,30
9424,9425,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,54,13.38,F,25
9425,9426,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,12,2.88,M,50
9426,9427,C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,12,2.88,M,37
9427,9428,C2B,Airlines,Online,Bronze Plan,No,154,SINGAPORE,185,46.25,M,26
9428,9429,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,18,4.5,F,51
9429,9430,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,25,6.13,F,66
9430,9431,C2B,Airlines,Online,Silver Plan,No,41,SINGAPORE,79,19.63,F,25
9431,9432,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,19,4.63,M,32
9432,9433,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,34,8.38,M,42
9433,9434,C2B,Airlines,Online,Silver Plan,No,31,SINGAPORE,34,8.38,F,31
9434,9435,C2B,Airlines,Online,Silver Plan,Yes,62,SINGAPORE,64,15.88,F,29
9435,9436,C2B,Airlines,Online,Silver Plan,No,62,SINGAPORE,64,15.88,F,29
9436,9437,C2B,Airlines,Online,Silver Plan,No,62,SINGAPORE,64,15.88,M,31
9437,9438,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,34,8.38,M,25
9438,9439,C2B,Airlines,Online,Silver Plan,No,27,SINGAPORE,25,6.13,F,24
9439,9440,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,19,4.63,M,68
9440,9441,C2B,Airlines,Online,Silver Plan,No,48,SINGAPORE,64,15.88,F,38
9441,9442,C2B,Airlines,Online,Silver Plan,No,38,SINGAPORE,34,8.38,M,71
9442,9443,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,19,4.63,M,29
9443,9444,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,25,6.25,F,26
9444,9445,C2B,Airlines,Online,Silver Plan,Yes,48,SINGAPORE,64,15.88,F,40
9445,9446,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,19,4.63,M,30
9446,9447,C2B,Airlines,Online,Gold Plan,No,34,SINGAPORE,49,12.25,F,34
9447,9448,C2B,Airlines,Online,Gold Plan,No,10,SINGAPORE,27,6.75,M,45
9448,9449,C2B,Airlines,Online,Gold Plan,No,70,SINGAPORE,91,22.75,F,30
9449,9450,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,253,63.21,M,41
9450,9451,C2B,Airlines,Online,Annual Silver Plan,No,368,SINGAPORE,253,63.21,M,44
9451,9452,C2B,Airlines,Online,Annual Gold Plan,Yes,366,SINGAPORE,389,97.34,M,47
9452,9453,JWT,Airlines,Online,Value Plan,No,7,INDIA,62,24.8,M,118
9453,9454,JWT,Airlines,Online,Value Plan,No,27,INDIA,31,12.4,M,118
9454,9455,JZI,Airlines,Online,Basic Plan,No,28,THAILAND,18,6.3,M,64
9455,9456,JZI,Airlines,Online,Basic Plan,No,48,THAILAND,22,7.7,F,32
9456,9457,JZI,Airlines,Online,Basic Plan,No,48,THAILAND,22,7.7,M,41
9457,9458,JZI,Airlines,Online,Basic Plan,No,114,INDONESIA,30,10.5,F,54
9458,9459,JZI,Airlines,Online,Basic Plan,No,7,THAILAND,22,7.7,M,59
9459,9460,JZI,Airlines,Online,Basic Plan,No,4,MYANMAR,18,6.3,F,26
9460,9461,JZI,Airlines,Online,Basic Plan,No,161,"KOREA, REPUBLIC OF",44,15.4,F,29
9461,9462,JZI,Airlines,Online,Basic Plan,No,161,"KOREA, REPUBLIC OF",0,15.4,F,29
9462,9463,JZI,Airlines,Online,Value Plan,No,156,SPAIN,125,43.75,M,51
9463,9464,JZI,Airlines,Online,Value Plan,No,89,"KOREA, REPUBLIC OF",69,24.15,M,69
9464,9465,ART,Airlines,Online,Value Plan,No,20,VIET NAM,23,8.05,M,48
9465,9466,ART,Airlines,Online,24 Protect,No,2,SINGAPORE,5,1.61,M,48
9466,9467,C2B,Airlines,Online,Bronze Plan,No,41,SINGAPORE,23,5.75,F,28
9467,9468,C2B,Airlines,Online,Bronze Plan,Yes,13,SINGAPORE,47,11.75,M,38
9468,9469,C2B,Airlines,Online,Bronze Plan,No,55,SINGAPORE,36,8.88,F,39
9469,9470,C2B,Airlines,Online,Bronze Plan,No,28,SINGAPORE,51,12.63,M,69
9470,9471,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,54,13.38,F,30
9471,9472,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,34,8.5,M,30
9472,9473,C2B,Airlines,Online,Bronze Plan,No,86,SINGAPORE,54,13.38,F,27
9473,9474,C2B,Airlines,Online,Bronze Plan,No,155,SINGAPORE,41,10.13,F,30
9474,9475,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,14,3.38,F,28
9475,9476,C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,41,10.13,M,25
9476,9477,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,47,11.75,F,34
9477,9478,C2B,Airlines,Online,Bronze Plan,No,58,SINGAPORE,14,3.38,F,50
9478,9479,C2B,Airlines,Online,Bronze Plan,No,158,SINGAPORE,281,70.25,F,22
9479,9480,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,30,7.38,F,43
9480,9481,C2B,Airlines,Online,Bronze Plan,No,54,SINGAPORE,23,5.75,M,28
9481,9482,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,14,3.38,M,27
9482,9483,C2B,Airlines,Online,Bronze Plan,No,51,SINGAPORE,47,11.75,M,27
9483,9484,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,14,3.38,F,28
9484,9485,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,18,4.5,M,45
9485,9486,C2B,Airlines,Online,Bronze Plan,Yes,19,SINGAPORE,17,4.25,F,35
9486,9487,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,35,8.63,M,28
9487,9488,C2B,Airlines,Online,Bronze Plan,No,55,SINGAPORE,54,13.38,F,32
9488,9489,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,35,8.63,F,28
9489,9490,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,17,4.25,M,25
9490,9491,C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,41,10.13,F,34
9491,9492,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,18,4.5,M,41
9492,9493,C2B,Airlines,Online,Bronze Plan,No,46,SINGAPORE,84,20.88,F,22
9493,9494,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,34,8.38,M,50
9494,9495,C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,42,10.38,F,36
9495,9496,C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,55,13.63,F,34
9496,9497,C2B,Airlines,Online,Silver Plan,Yes,100,SINGAPORE,42,10.5,M,52
9497,9498,C2B,Airlines,Online,Silver Plan,No,83,SINGAPORE,42,10.5,F,32
9498,9499,C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,64,15.88,F,38
9499,9500,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,15,3.75,M,52
9500,9501,C2B,Airlines,Online,Silver Plan,No,37,SINGAPORE,25,6.13,F,76
9501,9502,C2B,Airlines,Online,Silver Plan,No,42,SINGAPORE,64,15.88,F,29
9502,9503,C2B,Airlines,Online,Silver Plan,No,27,SINGAPORE,79,19.63,F,45
9503,9504,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,25,6.25,F,31
9504,9505,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,25,6.25,M,29
9505,9506,C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,50,12.38,F,65
9506,9507,C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,19,4.63,F,26
9507,9508,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,25,6.13,M,29
9508,9509,C2B,Airlines,Online,Gold Plan,No,13,SINGAPORE,60,14.88,M,26
9509,9510,C2B,Airlines,Online,Gold Plan,No,14,SINGAPORE,153,38.25,M,45
